userAgent,language,screenWidth,screenHeight,timeOnPage,mouseMoves,clicks,scrolls,label
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",en-GB,1536,864,7.756,"[{""x"": 800, ""y"": 651, ""t"": 1751022134121}, {""x"": 768, ""y"": 630, ""t"": 1751022134128}, {""x"": 742, ""y"": 608, ""t"": 1751022134136}, {""x"": 717, ""y"": 587, ""t"": 1751022134145}, {""x"": 693, ""y"": 564, ""t"": 1751022134153}, {""x"": 667, ""y"": 538, ""t"": 1751022134161}, {""x"": 624, ""y"": 487, ""t"": 1751022134170}, {""x"": 607, ""y"": 464, ""t"": 1751022134178}, {""x"": 592, ""y"": 435, ""t"": 1751022134186}, {""x"": 576, ""y"": 409, ""t"": 1751022134195}, {""x"": 562, ""y"": 376, ""t"": 1751022134203}, {""x"": 552, ""y"": 343, ""t"": 1751022134211}, {""x"": 534, ""y"": 267, ""t"": 1751022134220}, {""x"": 530, ""y"": 224, ""t"": 1751022134228}, {""x"": 527, ""y"": 187, ""t"": 1751022134236}, {""x"": 525, ""y"": 154, ""t"": 1751022134245}, {""x"": 526, ""y"": 129, ""t"": 1751022134253}, {""x"": 529, ""y"": 106, ""t"": 1751022134261}, {""x"": 517, ""y"": 107, ""t"": 1751022135093}, {""x"": 503, ""y"": 110, ""t"": 1751022135099}, {""x"": 482, ""y"": 112, ""t"": 1751022135106}, {""x"": 462, ""y"": 114, ""t"": 1751022135114}, {""x"": 445, ""y"": 115, ""t"": 1751022135121}, {""x"": 428, ""y"": 115, ""t"": 1751022135128}, {""x"": 408, ""y"": 115, ""t"": 1751022135137}, {""x"": 388, ""y"": 112, ""t"": 1751022135145}, {""x"": 373, ""y"": 110, ""t"": 1751022135153}, {""x"": 360, ""y"": 107, ""t"": 1751022135161}, {""x"": 347, ""y"": 104, ""t"": 1751022135170}, {""x"": 324, ""y"": 97, ""t"": 1751022135178}, {""x"": 314, ""y"": 93, ""t"": 1751022135186}, {""x"": 306, ""y"": 89, ""t"": 1751022135195}, {""x"": 297, ""y"": 84, ""t"": 1751022135203}, {""x"": 291, ""y"": 81, ""t"": 1751022135212}, {""x"": 284, ""y"": 77, ""t"": 1751022135220}, {""x"": 271, ""y"": 70, ""t"": 1751022135228}, {""x"": 265, ""y"": 67, ""t"": 1751022135236}, {""x"": 261, ""y"": 64, ""t"": 1751022135245}, {""x"": 256, ""y"": 62, ""t"": 1751022135253}, {""x"": 254, ""y"": 60, ""t"": 1751022135261}, {""x"": 252, ""y"": 59, ""t"": 1751022135270}, {""x"": 250, ""y"": 57, ""t"": 1751022135278}, {""x"": 249, ""y"": 57, ""t"": 1751022135286}, {""x"": 249, ""y"": 56, ""t"": 1751022135296}, {""x"": 248, ""y"": 56, ""t"": 1751022135303}, {""x"": 248, ""y"": 56, ""t"": 1751022135328}, {""x"": 247, ""y"": 54, ""t"": 1751022135355}, {""x"": 247, ""y"": 54, ""t"": 1751022135369}, {""x"": 247, ""y"": 53, ""t"": 1751022135376}, {""x"": 247, ""y"": 52, ""t"": 1751022135384}, {""x"": 246, ""y"": 50, ""t"": 1751022135391}, {""x"": 245, ""y"": 48, ""t"": 1751022135398}, {""x"": 242, ""y"": 46, ""t"": 1751022135420}, {""x"": 242, ""y"": 43, ""t"": 1751022135428}, {""x"": 241, ""y"": 42, ""t"": 1751022135436}, {""x"": 240, ""y"": 40, ""t"": 1751022135445}, {""x"": 240, ""y"": 39, ""t"": 1751022135453}, {""x"": 239, ""y"": 38, ""t"": 1751022135461}, {""x"": 238, ""y"": 36, ""t"": 1751022135470}, {""x"": 237, ""y"": 35, ""t"": 1751022135483}, {""x"": 236, ""y"": 35, ""t"": 1751022135504}, {""x"": 235, ""y"": 35, ""t"": 1751022135547}, {""x"": 235, ""y"": 35, ""t"": 1751022135561}, {""x"": 234, ""y"": 36, ""t"": 1751022135568}, {""x"": 234, ""y"": 37, ""t"": 1751022135586}, {""x"": 240, ""y"": 37, ""t"": 1751022136023}, {""x"": 250, ""y"": 36, ""t"": 1751022136030}, {""x"": 260, ""y"": 35, ""t"": 1751022136036}, {""x"": 271, ""y"": 34, ""t"": 1751022136046}, {""x"": 282, ""y"": 34, ""t"": 1751022136053}, {""x"": 293, ""y"": 32, ""t"": 1751022136062}, {""x"": 314, ""y"": 32, ""t"": 1751022136078}, {""x"": 328, ""y"": 32, ""t"": 1751022136086}, {""x"": 331, ""y"": 32, ""t"": 1751022136095}, {""x"": 334, ""y"": 32, ""t"": 1751022136103}, {""x"": 338, ""y"": 32, ""t"": 1751022136111}, {""x"": 339, ""y"": 32, ""t"": 1751022136120}, {""x"": 344, ""y"": 33, ""t"": 1751022136136}, {""x"": 346, ""y"": 33, ""t"": 1751022136145}, {""x"": 349, ""y"": 33, ""t"": 1751022136153}, {""x"": 351, ""y"": 33, ""t"": 1751022136162}, {""x"": 355, ""y"": 34, ""t"": 1751022136170}, {""x"": 358, ""y"": 34, ""t"": 1751022136179}, {""x"": 366, ""y"": 34, ""t"": 1751022136187}, {""x"": 370, ""y"": 34, ""t"": 1751022136195}, {""x"": 373, ""y"": 34, ""t"": 1751022136204}, {""x"": 377, ""y"": 34, ""t"": 1751022136211}, {""x"": 378, ""y"": 34, ""t"": 1751022136220}, {""x"": 380, ""y"": 34, ""t"": 1751022136228}, {""x"": 381, ""y"": 34, ""t"": 1751022136236}, {""x"": 382, ""y"": 34, ""t"": 1751022136261}, {""x"": 378, ""y"": 34, ""t"": 1751022136321}, {""x"": 373, ""y"": 35, ""t"": 1751022136328}, {""x"": 363, ""y"": 35, ""t"": 1751022136336}, {""x"": 352, ""y"": 37, ""t"": 1751022136345}, {""x"": 342, ""y"": 38, ""t"": 1751022136353}, {""x"": 329, ""y"": 38, ""t"": 1751022136362}, {""x"": 314, ""y"": 39, ""t"": 1751022136370}, {""x"": 284, ""y"": 41, ""t"": 1751022136378}, {""x"": 268, ""y"": 41, ""t"": 1751022136386}, {""x"": 254, ""y"": 42, ""t"": 1751022136395}, {""x"": 241, ""y"": 42, ""t"": 1751022136403}, {""x"": 226, ""y"": 43, ""t"": 1751022136411}, {""x"": 216, ""y"": 44, ""t"": 1751022136420}, {""x"": 196, ""y"": 44, ""t"": 1751022136428}, {""x"": 189, ""y"": 44, ""t"": 1751022136436}, {""x"": 181, ""y"": 44, ""t"": 1751022136445}, {""x"": 174, ""y"": 46, ""t"": 1751022136453}, {""x"": 170, ""y"": 46, ""t"": 1751022136462}, {""x"": 166, ""y"": 46, ""t"": 1751022136470}, {""x"": 162, ""y"": 47, ""t"": 1751022136478}, {""x"": 162, ""y"": 48, ""t"": 1751022136486}, {""x"": 160, ""y"": 48, ""t"": 1751022136495}, {""x"": 160, ""y"": 48, ""t"": 1751022136521}, {""x"": 160, ""y"": 48, ""t"": 1751022136545}, {""x"": 160, ""y"": 48, ""t"": 1751022136553}, {""x"": 160, ""y"": 48, ""t"": 1751022136563}, {""x"": 160, ""y"": 48, ""t"": 1751022136571}, {""x"": 162, ""y"": 46, ""t"": 1751022136612}, {""x"": 164, ""y"": 45, ""t"": 1751022136620}, {""x"": 169, ""y"": 43, ""t"": 1751022136628}, {""x"": 176, ""y"": 41, ""t"": 1751022136636}, {""x"": 184, ""y"": 39, ""t"": 1751022136645}, {""x"": 193, ""y"": 38, ""t"": 1751022136653}, {""x"": 202, ""y"": 36, ""t"": 1751022136661}, {""x"": 228, ""y"": 32, ""t"": 1751022136670}, {""x"": 240, ""y"": 27, ""t"": 1751022136678}, {""x"": 259, ""y"": 24, ""t"": 1751022136686}, {""x"": 275, ""y"": 21, ""t"": 1751022136695}, {""x"": 290, ""y"": 19, ""t"": 1751022136703}, {""x"": 322, ""y"": 12, ""t"": 1751022136712}, {""x"": 335, ""y"": 10, ""t"": 1751022136720}, {""x"": 349, ""y"": 9, ""t"": 1751022136728}, {""x"": 362, ""y"": 9, ""t"": 1751022136737}, {""x"": 376, ""y"": 9, ""t"": 1751022136745}, {""x"": 389, ""y"": 9, ""t"": 1751022136753}, {""x"": 412, ""y"": 9, ""t"": 1751022136762}, {""x"": 423, ""y"": 11, ""t"": 1751022136770}, {""x"": 429, ""y"": 11, ""t"": 1751022136778}, {""x"": 437, ""y"": 14, ""t"": 1751022136786}, {""x"": 441, ""y"": 14, ""t"": 1751022136795}, {""x"": 445, ""y"": 16, ""t"": 1751022136803}, {""x"": 446, ""y"": 16, ""t"": 1751022136811}, {""x"": 447, ""y"": 16, ""t"": 1751022136820}, {""x"": 447, ""y"": 16, ""t"": 1751022136829}, {""x"": 447, ""y"": 16, ""t"": 1751022136838}, {""x"": 448, ""y"": 16, ""t"": 1751022136845}, {""x"": 448, ""y"": 17, ""t"": 1751022136853}, {""x"": 448, ""y"": 18, ""t"": 1751022136861}, {""x"": 440, ""y"": 21, ""t"": 1751022136886}, {""x"": 429, ""y"": 24, ""t"": 1751022136895}, {""x"": 418, ""y"": 25, ""t"": 1751022136903}, {""x"": 383, ""y"": 30, ""t"": 1751022136912}, {""x"": 362, ""y"": 33, ""t"": 1751022136920}, {""x"": 340, ""y"": 35, ""t"": 1751022136928}, {""x"": 314, ""y"": 36, ""t"": 1751022136937}, {""x"": 295, ""y"": 38, ""t"": 1751022136945}, {""x"": 256, ""y"": 38, ""t"": 1751022136953}, {""x"": 237, ""y"": 38, ""t"": 1751022136961}, {""x"": 220, ""y"": 38, ""t"": 1751022136970}, {""x"": 205, ""y"": 38, ""t"": 1751022136978}, {""x"": 189, ""y"": 38, ""t"": 1751022136986}, {""x"": 177, ""y"": 40, ""t"": 1751022136995}, {""x"": 152, ""y"": 40, ""t"": 1751022137004}, {""x"": 141, ""y"": 40, ""t"": 1751022137011}, {""x"": 130, ""y"": 40, ""t"": 1751022137020}, {""x"": 122, ""y"": 42, ""t"": 1751022137028}, {""x"": 114, ""y"": 42, ""t"": 1751022137036}, {""x"": 109, ""y"": 42, ""t"": 1751022137045}, {""x"": 99, ""y"": 43, ""t"": 1751022137053}, {""x"": 95, ""y"": 43, ""t"": 1751022137061}, {""x"": 93, ""y"": 43, ""t"": 1751022137070}, {""x"": 92, ""y"": 45, ""t"": 1751022137078}, {""x"": 91, ""y"": 45, ""t"": 1751022137086}, {""x"": 89, ""y"": 46, ""t"": 1751022137095}, {""x"": 89, ""y"": 46, ""t"": 1751022137188}, {""x"": 89, ""y"": 41, ""t"": 1751022137528}, {""x"": 88, ""y"": 33, ""t"": 1751022137536}, {""x"": 86, ""y"": 12, ""t"": 1751022137549}, {""x"": 85, ""y"": 5, ""t"": 1751022137556}]","[{""x"": 529, ""y"": 106, ""t"": 1751022134848}, {""x"": 89, ""y"": 46, ""t"": 1751022137179}]",[],human
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",en-GB,1536,864,3.84,"[{""x"": 471, ""y"": 6, ""t"": 1751022139957}, {""x"": 467, ""y"": 24, ""t"": 1751022139964}, {""x"": 466, ""y"": 38, ""t"": 1751022139971}, {""x"": 464, ""y"": 54, ""t"": 1751022139978}, {""x"": 460, ""y"": 72, ""t"": 1751022139986}, {""x"": 457, ""y"": 84, ""t"": 1751022139995}, {""x"": 453, ""y"": 98, ""t"": 1751022140004}, {""x"": 450, ""y"": 110, ""t"": 1751022140013}, {""x"": 444, ""y"": 124, ""t"": 1751022140020}, {""x"": 434, ""y"": 147, ""t"": 1751022140028}, {""x"": 429, ""y"": 158, ""t"": 1751022140036}, {""x"": 425, ""y"": 170, ""t"": 1751022140045}, {""x"": 418, ""y"": 179, ""t"": 1751022140053}, {""x"": 414, ""y"": 190, ""t"": 1751022140061}, {""x"": 408, ""y"": 198, ""t"": 1751022140070}, {""x"": 395, ""y"": 213, ""t"": 1751022140078}, {""x"": 387, ""y"": 220, ""t"": 1751022140086}, {""x"": 381, ""y"": 228, ""t"": 1751022140095}, {""x"": 374, ""y"": 233, ""t"": 1751022140103}, {""x"": 366, ""y"": 240, ""t"": 1751022140111}, {""x"": 362, ""y"": 243, ""t"": 1751022140120}, {""x"": 347, ""y"": 251, ""t"": 1751022140128}, {""x"": 343, ""y"": 254, ""t"": 1751022140136}, {""x"": 338, ""y"": 255, ""t"": 1751022140145}, {""x"": 335, ""y"": 256, ""t"": 1751022140153}, {""x"": 333, ""y"": 256, ""t"": 1751022140161}, {""x"": 332, ""y"": 256, ""t"": 1751022140170}, {""x"": 330, ""y"": 256, ""t"": 1751022140178}, {""x"": 330, ""y"": 256, ""t"": 1751022140454}, {""x"": 331, ""y"": 239, ""t"": 1751022140845}, {""x"": 334, ""y"": 208, ""t"": 1751022140853}, {""x"": 338, ""y"": 169, ""t"": 1751022140861}, {""x"": 341, ""y"": 136, ""t"": 1751022140870}, {""x"": 348, ""y"": 99, ""t"": 1751022140878}, {""x"": 352, ""y"": 67, ""t"": 1751022140886}, {""x"": 357, ""y"": 38, ""t"": 1751022140895}, {""x"": 365, ""y"": 3, ""t"": 1751022140903}]","[{""x"": 330, ""y"": 256, ""t"": 1751022140670}]",[],human
